	initial	parent	pa	fragment	fa	lost	la	nr	bb	bbind
41	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:4][N:5]=[C:6]([c:7]1[cH:8][cH:9][cH:10][c:11]([NH2:13])[cH:12]1)[c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[F:20]	frozenset({4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:4][N:5]=[CH:6][c:7]1[cH:8][cH:9][cH:10][c:11]([NH2:13])[cH:12]1	frozenset({4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[cH:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[F:20]	frozenset({14, 15, 16, 17, 18, 19, 20})	1	1	"[[""6"", ""14""]]"
42	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:0][NH:1][c:8]1[c:7]([C:6](=[N:5][CH3:4])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][NH:1][c:8]1[c:7]([CH2:6][c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:4][NH2:5]	frozenset({4, 5})	1	1	[['5', '6']]
43	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:0][NH:1][c:8]1[c:7]([C:6](=[N:5][CH3:4])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][NH:1][c:8]1[c:7]([CH2:6][c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:4][NH2:5]	frozenset({4, 5})	1	1	"[[""5"", ""6""]]"
44	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:0][NH:1][c:8]1[c:7]([C:6](=[N:5][CH3:4])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:4][N:5]=[C:6]([c:7]1[cH:8][cH:9][cH:10][c:11]([NH2:13])[cH:12]1)[c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[F:20]	frozenset({4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][NH2:1]	frozenset({0, 1})	1	1	[['8', '1']]
45	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:0][NH:1][c:8]1[c:7]([C:6](=[N:5][CH3:4])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:4][N:5]=[C:6]([c:7]1[cH:8][cH:9][cH:10][c:11]([NH2:13])[cH:12]1)[c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[F:20]	frozenset({4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][NH2:1]	frozenset({0, 1})	1	1	"[[""8"", ""1""]]"
46	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][c:8]([C:21](=[O:22])[CH3:23])[c:9]([O:12][CH2:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20])[cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23})	[CH3:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20]	frozenset({13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][c:8]([C:21](=[O:22])[CH3:23])[c:9]([OH:12])[cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 21, 22, 23})	1	1	[['12', '13']]
47	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][c:8]([C:21](=[O:22])[CH3:23])[c:9]([O:12][CH2:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20])[cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23})	[CH3:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20]	frozenset({13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][c:8]([C:21](=[O:22])[CH3:23])[c:9]([OH:12])[cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 21, 22, 23})	1	1	"[[""12"", ""13""]]"
48	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][c:8]([C:21](=[O:22])[CH3:23])[c:9]([O:12][CH2:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20])[cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23})	[CH3:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 15})	[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][c:8]([C:21](=[O:22])[CH3:23])[c:9]([O:12][CH2:13][CH2:14][OH:20])[cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 20, 21, 22, 23})	1	1	[['14', '15']]
49	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][c:8]([C:21](=[O:22])[CH3:23])[c:9]([O:12][CH2:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20])[cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23})	[CH3:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 15})	[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][c:8]([C:21](=[O:22])[CH3:23])[c:9]([O:12][CH2:13][CH2:14][OH:20])[cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 20, 21, 22, 23})	1	1	"[[""14"", ""15""]]"
50	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][c:8]([C:21](=[O:22])[CH3:23])[c:9]([O:12][CH2:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20])[cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23})	[NH2:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19})	[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][c:8]([C:21](=[O:22])[CH3:23])[c:9]([O:12][CH2:13][CH:14]([CH3:15])[OH:20])[cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23})	1	1	[['15', '16']]
51	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][c:8]([C:21](=[O:22])[CH3:23])[c:9]([O:12][CH2:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20])[cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23})	[NH2:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19})	[CH3:0][CH2:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][c:8]([C:21](=[O:22])[CH3:23])[c:9]([O:12][CH2:13][CH:14]([CH3:15])[OH:20])[cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23})	1	1	"[[""15"", ""16""]]"
52	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 15})	[CH3:15][NH:16][CH2:17][CH3:19]	frozenset({16, 17, 19, 15})	[CH4:18]	frozenset({18})	1	1	[['17', '18']]
53	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 15})	[CH3:15][NH:16][CH2:17][CH3:19]	frozenset({16, 17, 19, 15})	[CH4:18]	frozenset({18})	1	1	"[[""17"", ""18""]]"
54	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 15})	[CH3:15][NH:16][CH2:17][CH3:18]	frozenset({16, 17, 18, 15})	[CH4:19]	frozenset({19})	1	1	[['17', '19']]
55	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 15})	[CH3:15][NH:16][CH2:17][CH3:18]	frozenset({16, 17, 18, 15})	[CH4:19]	frozenset({19})	1	1	"[[""17"", ""19""]]"
56	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 15})	[NH2:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19})	[CH4:15]	frozenset({15})	1	1	[['15', '16']]
57	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 15})	[NH2:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19})	[CH4:15]	frozenset({15})	1	1	"[[""15"", ""16""]]"
58	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20]	frozenset({13, 14, 15, 16, 17, 18, 19, 20})	[CH3:13][CH2:14][CH2:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 13, 14, 15})	[OH2:20]	frozenset({20})	1	1	[['14', '20']]
59	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20]	frozenset({13, 14, 15, 16, 17, 18, 19, 20})	[CH3:13][CH2:14][CH2:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 13, 14, 15})	[OH2:20]	frozenset({20})	1	1	"[[""14"", ""20""]]"
60	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20]	frozenset({13, 14, 15, 16, 17, 18, 19, 20})	[CH3:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 15})	[CH3:13][CH2:14][OH:20]	frozenset({20, 13, 14})	1	1	[['14', '15']]
61	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20]	frozenset({13, 14, 15, 16, 17, 18, 19, 20})	[CH3:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 15})	[CH3:13][CH2:14][OH:20]	frozenset({20, 13, 14})	1	1	"[[""14"", ""15""]]"
62	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20]	frozenset({13, 14, 15, 16, 17, 18, 19, 20})	[NH2:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19})	[CH3:13][CH:14]([CH3:15])[OH:20]	frozenset({20, 13, 14, 15})	1	1	[['15', '16']]
63	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:13][CH:14]([CH2:15][NH:16][CH:17]([CH3:18])[CH3:19])[OH:20]	frozenset({13, 14, 15, 16, 17, 18, 19, 20})	[NH2:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19})	[CH3:13][CH:14]([CH3:15])[OH:20]	frozenset({20, 13, 14, 15})	1	1	"[[""15"", ""16""]]"
64	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:13][CH2:14][CH2:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 13, 14, 15})	[CH3:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 15})	[CH3:13][CH3:14]	frozenset({13, 14})	1	1	[['14', '15']]
65	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:13][CH2:14][CH2:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 13, 14, 15})	[CH3:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 15})	[CH3:13][CH3:14]	frozenset({13, 14})	1	1	"[[""14"", ""15""]]"
66	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:13][CH2:14][CH2:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 13, 14, 15})	[CH3:13][CH2:14][CH2:15][NH2:16]	frozenset({16, 13, 14, 15})	[CH2:17]([CH3:18])[CH3:19]	frozenset({17, 18, 19})	1	1	[['16', '17']]
67	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:13][CH2:14][CH2:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 13, 14, 15})	[CH3:13][CH2:14][CH2:15][NH2:16]	frozenset({16, 13, 14, 15})	[CH2:17]([CH3:18])[CH3:19]	frozenset({17, 18, 19})	1	1	"[[""16"", ""17""]]"
68	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:13][CH2:14][CH2:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 13, 14, 15})	[NH2:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19})	[CH3:13][CH2:14][CH3:15]	frozenset({13, 14, 15})	1	1	[['15', '16']]
69	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	[CH3:13][CH2:14][CH2:15][NH:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19, 13, 14, 15})	[NH2:16][CH:17]([CH3:18])[CH3:19]	frozenset({16, 17, 18, 19})	[CH3:13][CH2:14][CH3:15]	frozenset({13, 14, 15})	1	1	"[[""15"", ""16""]]"
70	C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl	[cH:0]1[cH:1][cH:2][c:3]([NH:14][c:15]2[c:16]([Cl:22])[cH:17][cH:18][cH:19][c:20]2[Cl:21])[c:4]([CH2:6][C:7](=[O:8])[O:9][CH2:10][C:11](=[O:12])[OH:13])[cH:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[cH:0]1[cH:1][cH:2][c:3]([NH:14][c:15]2[c:16]([Cl:22])[cH:17][cH:18][cH:19][c:20]2[Cl:21])[c:4]([CH2:6][CH:7]=[O:8])[cH:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[OH:9][CH2:10][C:11](=[O:12])[OH:13]	frozenset({9, 10, 11, 12, 13})	1	1	[['7', '9']]
71	C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl	[cH:0]1[cH:1][cH:2][c:3]([NH:14][c:15]2[c:16]([Cl:22])[cH:17][cH:18][cH:19][c:20]2[Cl:21])[c:4]([CH2:6][C:7](=[O:8])[O:9][CH2:10][C:11](=[O:12])[OH:13])[cH:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[cH:0]1[cH:1][cH:2][c:3]([NH:14][c:15]2[c:16]([Cl:22])[cH:17][cH:18][cH:19][c:20]2[Cl:21])[c:4]([CH2:6][CH:7]=[O:8])[cH:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[OH:9][CH2:10][C:11](=[O:12])[OH:13]	frozenset({9, 10, 11, 12, 13})	1	1	"[[""7"", ""9""]]"
72	C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl	[cH:0]1[cH:1][cH:2][c:3]([NH:14][c:15]2[c:16]([Cl:22])[cH:17][cH:18][cH:19][c:20]2[Cl:21])[c:4]([CH2:6][C:7](=[O:8])[O:9][CH2:10][C:11](=[O:12])[OH:13])[cH:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[cH:0]1[cH:1][cH:2][c:3]([NH:14][c:15]2[c:16]([Cl:22])[cH:17][cH:18][cH:19][c:20]2[Cl:21])[c:4]([CH3:6])[cH:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[CH:7](=[O:8])[O:9][CH2:10][C:11](=[O:12])[OH:13]	frozenset({7, 8, 9, 10, 11, 12, 13})	1	1	[['6', '7']]
73	C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl	[cH:0]1[cH:1][cH:2][c:3]([NH:14][c:15]2[c:16]([Cl:22])[cH:17][cH:18][cH:19][c:20]2[Cl:21])[c:4]([CH2:6][C:7](=[O:8])[O:9][CH2:10][C:11](=[O:12])[OH:13])[cH:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[cH:0]1[cH:1][cH:2][c:3]([NH:14][c:15]2[c:16]([Cl:22])[cH:17][cH:18][cH:19][c:20]2[Cl:21])[c:4]([CH3:6])[cH:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[CH:7](=[O:8])[O:9][CH2:10][C:11](=[O:12])[OH:13]	frozenset({7, 8, 9, 10, 11, 12, 13})	1	1	"[[""6"", ""7""]]"
74	C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl	[cH:0]1[cH:1][cH:2][c:3]([NH:14][c:15]2[c:16]([Cl:22])[cH:17][cH:18][cH:19][c:20]2[Cl:21])[c:4]([CH2:6][CH:7]=[O:8])[cH:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[cH:0]1[cH:1][cH:2][c:3]([NH:14][c:15]2[c:16]([Cl:22])[cH:17][cH:18][cH:19][c:20]2[Cl:21])[c:4]([CH3:6])[cH:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[CH2:7]=[O:8]	frozenset({8, 7})	1	1	[['6', '7']]
75	C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl	[cH:0]1[cH:1][cH:2][c:3]([NH:14][c:15]2[c:16]([Cl:22])[cH:17][cH:18][cH:19][c:20]2[Cl:21])[c:4]([CH2:6][CH:7]=[O:8])[cH:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[cH:0]1[cH:1][cH:2][c:3]([NH:14][c:15]2[c:16]([Cl:22])[cH:17][cH:18][cH:19][c:20]2[Cl:21])[c:4]([CH3:6])[cH:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[CH2:7]=[O:8]	frozenset({8, 7})	1	1	"[[""6"", ""7""]]"
76	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O	[CH3:0][c:1]1[c:2]([CH2:21][C:22](=[O:23])[O:24][CH2:25][C:26](=[O:27])[OH:28])[c:3]2[c:4]([n:5]1[C:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]([Cl:14])[cH:12][cH:13]1)[cH:15][cH:16][c:17]([O:19][CH3:20])[cH:18]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28})	[CH:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]([Cl:14])[cH:12][cH:13]1	frozenset({6, 7, 8, 9, 10, 11, 12, 13, 14})	[CH3:0][c:1]1[c:2]([CH2:21][C:22](=[O:23])[O:24][CH2:25][C:26](=[O:27])[OH:28])[c:3]2[c:4]([n:5]1)[cH:15][cH:16][c:17]([O:19][CH3:20])[cH:18]2	frozenset({0, 1, 2, 3, 4, 5, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28})	1	1	[['5', '6']]
77	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O	[CH3:0][c:1]1[c:2]([CH2:21][C:22](=[O:23])[O:24][CH2:25][C:26](=[O:27])[OH:28])[c:3]2[c:4]([n:5]1[C:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]([Cl:14])[cH:12][cH:13]1)[cH:15][cH:16][c:17]([O:19][CH3:20])[cH:18]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28})	[CH:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]([Cl:14])[cH:12][cH:13]1	frozenset({6, 7, 8, 9, 10, 11, 12, 13, 14})	[CH3:0][c:1]1[c:2]([CH2:21][C:22](=[O:23])[O:24][CH2:25][C:26](=[O:27])[OH:28])[c:3]2[c:4]([n:5]1)[cH:15][cH:16][c:17]([O:19][CH3:20])[cH:18]2	frozenset({0, 1, 2, 3, 4, 5, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28})	1	1	"[[""5"", ""6""]]"
78	CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C	[CH3:0][C:1](=[O:2])[c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[S:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N:16]2[CH2:17][CH2:18][CH2:19][N:20]([CH3:21])[CH3:22]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[CH3:0][C:1](=[O:2])[c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[S:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N:16]2[CH2:17][CH2:18][CH3:19]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19})	[NH:20]([CH3:21])[CH3:22]	frozenset({20, 21, 22})	1	1	[['19', '20']]
79	CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C	[CH3:0][C:1](=[O:2])[c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[S:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N:16]2[CH2:17][CH2:18][CH2:19][N:20]([CH3:21])[CH3:22]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22})	[CH3:0][C:1](=[O:2])[c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[S:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N:16]2[CH2:17][CH2:18][CH3:19]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19})	[NH:20]([CH3:21])[CH3:22]	frozenset({20, 21, 22})	1	1	"[[""19"", ""20""]]"
