	initial	parent	pa	fragment	fa	lost	la	nr	bb	bbind
128	CC(C)NCC(COC1=CC=CC=C1CC=C)O	[CH3:0][CH:1]([CH3:2])[NH:3][CH2:4][CH:5]([CH2:6][O:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[CH2:14][CH:15]=[CH2:16])[OH:17]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17})	[CH3:0][CH:1]([CH3:2])[NH:3][CH3:4]	frozenset({0, 1, 2, 3, 4})	[CH2:5]([CH2:6][O:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[CH2:14][CH:15]=[CH2:16])[OH:17]	frozenset({5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17})	1	1	[['4', '5']]
129	CC(C)NCC(COC1=CC=CC=C1CC=C)O	[CH3:0][CH:1]([CH3:2])[NH:3][CH2:4][CH:5]([CH2:6][O:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[CH2:14][CH:15]=[CH2:16])[OH:17]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17})	[CH3:0][CH:1]([CH3:2])[NH:3][CH3:4]	frozenset({0, 1, 2, 3, 4})	[CH2:5]([CH2:6][O:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[CH2:14][CH:15]=[CH2:16])[OH:17]	frozenset({5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17})	1	1	"[[""4"", ""5""]]"
130	CC(C)NCC(COC1=CC=CC=C1CC=C)O	[CH3:0][CH:1]([CH3:2])[NH:3][CH2:4][CH:5]([CH3:6])[OH:17]	frozenset({0, 1, 2, 3, 4, 5, 6, 17})	[CH3:0][CH:1]([CH3:2])[NH:3][CH2:4][CH2:5][CH3:6]	frozenset({0, 1, 2, 3, 4, 5, 6})	[OH2:17]	frozenset({17})	1	1	[['5', '17']]
131	CC(C)NCC(COC1=CC=CC=C1CC=C)O	[CH3:0][CH:1]([CH3:2])[NH:3][CH2:4][CH:5]([CH3:6])[OH:17]	frozenset({0, 1, 2, 3, 4, 5, 6, 17})	[CH3:0][CH:1]([CH3:2])[NH:3][CH2:4][CH2:5][CH3:6]	frozenset({0, 1, 2, 3, 4, 5, 6})	[OH2:17]	frozenset({17})	1	1	"[[""5"", ""17""]]"
132	CC(C)NCC(COC1=CC=CC=C1CC=C)O	[CH3:0][CH:1]([CH3:2])[NH:3][CH2:4][CH:5]([CH3:6])[OH:17]	frozenset({0, 1, 2, 3, 4, 5, 6, 17})	[CH3:0][CH:1]([CH3:2])[NH:3][CH3:4]	frozenset({0, 1, 2, 3, 4})	[CH2:5]([CH3:6])[OH:17]	frozenset({17, 5, 6})	1	1	[['4', '5']]
133	CC(C)NCC(COC1=CC=CC=C1CC=C)O	[CH3:0][CH:1]([CH3:2])[NH:3][CH2:4][CH:5]([CH3:6])[OH:17]	frozenset({0, 1, 2, 3, 4, 5, 6, 17})	[CH3:0][CH:1]([CH3:2])[NH:3][CH3:4]	frozenset({0, 1, 2, 3, 4})	[CH2:5]([CH3:6])[OH:17]	frozenset({17, 5, 6})	1	1	"[[""4"", ""5""]]"
134	CC(C)NCC(COC1=CC=CC=C1CC=C)O	[CH3:0][CH:1]([CH3:2])[NH:3][CH2:4][CH2:5][CH3:6]	frozenset({0, 1, 2, 3, 4, 5, 6})	[CH3:0][CH:1]([CH3:2])[NH:3][CH3:4]	frozenset({0, 1, 2, 3, 4})	[CH3:5][CH3:6]	frozenset({5, 6})	1	1	[['4', '5']]
135	CC(C)NCC(COC1=CC=CC=C1CC=C)O	[CH3:0][CH:1]([CH3:2])[NH:3][CH2:4][CH2:5][CH3:6]	frozenset({0, 1, 2, 3, 4, 5, 6})	[CH3:0][CH:1]([CH3:2])[NH:3][CH3:4]	frozenset({0, 1, 2, 3, 4})	[CH3:5][CH3:6]	frozenset({5, 6})	1	1	"[[""4"", ""5""]]"
136	C1C2CC3CC1CC(C2)(C3)N	[CH2:0]1[CH:1]2[CH2:2][CH:3]3[CH2:4][CH:5]1[CH2:6][C:7]([NH2:10])([CH2:8]2)[CH2:9]3	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10})	[CH2:0]1[CH:1]2[CH2:2][CH:3]3[CH2:4][CH:5]1[CH2:6][CH:7]([CH2:8]2)[CH2:9]3	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9})	[NH3:10]	frozenset({10})	1	1	[['7', '10']]
137	C1C2CC3CC1CC(C2)(C3)N	[CH2:0]1[CH:1]2[CH2:2][CH:3]3[CH2:4][CH:5]1[CH2:6][C:7]([NH2:10])([CH2:8]2)[CH2:9]3	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10})	[CH2:0]1[CH:1]2[CH2:2][CH:3]3[CH2:4][CH:5]1[CH2:6][CH:7]([CH2:8]2)[CH2:9]3	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9})	[NH3:10]	frozenset({10})	1	1	"[[""7"", ""10""]]"
138	C1CC(CCC1NCC2=CC(=CC(=C2N)Br)Br)O	[CH2:0]1[CH2:1][CH:2]([OH:17])[CH2:3][CH2:4][CH:5]1[NH:6][CH2:7][c:8]1[cH:9][c:10]([Br:16])[cH:11][c:12]([Br:15])[c:13]1[NH2:14]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17})	[CH3:7][c:8]1[cH:9][c:10]([Br:16])[cH:11][c:12]([Br:15])[c:13]1[NH2:14]	frozenset({7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH2:0]1[CH2:1][CH:2]([OH:17])[CH2:3][CH2:4][CH:5]1[NH2:6]	frozenset({0, 1, 2, 3, 4, 5, 6, 17})	1	1	[['6', '7']]
139	C1CC(CCC1NCC2=CC(=CC(=C2N)Br)Br)O	[CH2:0]1[CH2:1][CH:2]([OH:17])[CH2:3][CH2:4][CH:5]1[NH:6][CH2:7][c:8]1[cH:9][c:10]([Br:16])[cH:11][c:12]([Br:15])[c:13]1[NH2:14]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17})	[CH3:7][c:8]1[cH:9][c:10]([Br:16])[cH:11][c:12]([Br:15])[c:13]1[NH2:14]	frozenset({7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH2:0]1[CH2:1][CH:2]([OH:17])[CH2:3][CH2:4][CH:5]1[NH2:6]	frozenset({0, 1, 2, 3, 4, 5, 6, 17})	1	1	"[[""6"", ""7""]]"
140	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[c:3](=[O:4])[n:5]-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1	frozenset({3, 4, 5, 8, 9, 10, 11, 12, 13})	1	2	[['2', '3'], ['5', '6']]
141	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[c:3](=[O:4])[n:5]-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1	frozenset({3, 4, 5, 8, 9, 10, 11, 12, 13})	1	2	"[[""2"", ""3""], [""5"", ""6""]]"
142	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	[cH:2]([c:3](=[O:4])[n:5]-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[N:14]([CH3:15])[CH3:16]	frozenset({2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16})	1	2	[['1', '2'], ['5', '6']]
143	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	[cH:2]([c:3](=[O:4])[n:5]-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[N:14]([CH3:15])[CH3:16]	frozenset({2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16})	1	2	"[[""1"", ""2""], [""5"", ""6""]]"
144	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[cH3:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 2, 14, 15})	[CH3:0][cH:1][n:6]([n:5]([c:3]=[O:4])-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[CH3:7]	frozenset({0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	1	2	[['1', '2'], ['2', '3']]
145	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[cH3:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 2, 14, 15})	[CH3:0][cH:1][n:6]([n:5]([c:3]=[O:4])-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[CH3:7]	frozenset({0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	1	2	"[[""1"", ""2""], [""2"", ""3""]]"
146	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][NH:14][CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 16, 6, 7, 14})	[CH4:15]	frozenset({15})	1	1	[['14', '15']]
147	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][NH:14][CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 16, 6, 7, 14})	[CH4:15]	frozenset({15})	1	1	"[[""14"", ""15""]]"
148	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][NH:14][CH3:15])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15})	[CH4:16]	frozenset({16})	1	1	[['14', '16']]
149	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][NH:14][CH3:15])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15})	[CH4:16]	frozenset({16})	1	1	"[[""14"", ""16""]]"
150	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[nH:6]	frozenset({0, 1, 2, 16, 6, 14, 15})	[CH4:7]	frozenset({7})	1	1	[['6', '7']]
151	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[nH:6]	frozenset({0, 1, 2, 16, 6, 14, 15})	[CH4:7]	frozenset({7})	1	1	"[[""6"", ""7""]]"
152	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[cH:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({16, 1, 2, 6, 7, 14, 15})	[CH4:0]	frozenset({0})	1	1	[['0', '1']]
153	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[cH:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({16, 1, 2, 6, 7, 14, 15})	[CH4:0]	frozenset({0})	1	1	"[[""0"", ""1""]]"
154	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH2:2])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7})	[NH:14]([CH3:15])[CH3:16]	frozenset({16, 14, 15})	1	1	[['2', '14']]
155	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH2:2])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7})	[NH:14]([CH3:15])[CH3:16]	frozenset({16, 14, 15})	1	1	"[[""2"", ""14""]]"
156	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	[cH3:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 2, 14, 15})	1	1	[['1', '2']]
157	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	[cH3:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 2, 14, 15})	1	1	"[[""1"", ""2""]]"
158	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[cH3:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 2, 14, 15})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	1	1	[['1', '2']]
159	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[cH3:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 2, 14, 15})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	1	1	"[[""1"", ""2""]]"
160	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][NH:14][CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 16, 6, 7, 14})	[CH3:0][c:1]([cH2:2])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7})	[NH2:14][CH3:16]	frozenset({16, 14})	1	1	[['2', '14']]
161	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][NH:14][CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 16, 6, 7, 14})	[CH3:0][c:1]([cH2:2])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7})	[NH2:14][CH3:16]	frozenset({16, 14})	1	1	"[[""2"", ""14""]]"
162	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][NH:14][CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 16, 6, 7, 14})	[CH3:0][cH:1][cH:2][NH:14][CH3:16]	frozenset({0, 1, 2, 16, 14})	[nH2:6][CH3:7]	frozenset({6, 7})	1	1	[['6', '1']]
163	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][NH:14][CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 16, 6, 7, 14})	[CH3:0][cH:1][cH:2][NH:14][CH3:16]	frozenset({0, 1, 2, 16, 14})	[nH2:6][CH3:7]	frozenset({6, 7})	1	1	"[[""6"", ""1""]]"
164	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][NH:14][CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 16, 6, 7, 14})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	[cH3:2][NH:14][CH3:16]	frozenset({16, 2, 14})	1	1	[['1', '2']]
165	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][NH:14][CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 16, 6, 7, 14})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	[cH3:2][NH:14][CH3:16]	frozenset({16, 2, 14})	1	1	"[[""1"", ""2""]]"
166	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH2:2])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	[cH4:2]	frozenset({2})	1	1	[['1', '2']]
167	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH2:2])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	[cH4:2]	frozenset({2})	1	1	"[[""1"", ""2""]]"
168	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH2:2])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7})	[CH3:0][c:1]([cH2:2])[nH:6]	frozenset({0, 1, 2, 6})	[CH4:7]	frozenset({7})	1	1	[['6', '7']]
169	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH2:2])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7})	[CH3:0][c:1]([cH2:2])[nH:6]	frozenset({0, 1, 2, 6})	[CH4:7]	frozenset({7})	1	1	"[[""6"", ""7""]]"
170	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH2:2])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7})	[cH:1]([cH2:2])[n:6][CH3:7]	frozenset({1, 2, 6, 7})	[CH4:0]	frozenset({0})	1	1	[['0', '1']]
171	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH2:2])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7})	[cH:1]([cH2:2])[n:6][CH3:7]	frozenset({1, 2, 6, 7})	[CH4:0]	frozenset({0})	1	1	"[[""0"", ""1""]]"
172	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[cH:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({16, 1, 2, 6, 7, 14, 15})	[cH2:1][cH:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 1, 2, 14, 15})	[nH2:6][CH3:7]	frozenset({6, 7})	1	1	[['6', '1']]
173	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[cH:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({16, 1, 2, 6, 7, 14, 15})	[cH2:1][cH:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 1, 2, 14, 15})	[nH2:6][CH3:7]	frozenset({6, 7})	1	1	"[[""6"", ""1""]]"
174	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[cH:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({16, 1, 2, 6, 7, 14, 15})	[cH:1]([cH2:2])[n:6][CH3:7]	frozenset({1, 2, 6, 7})	[NH:14]([CH3:15])[CH3:16]	frozenset({16, 14, 15})	1	1	[['2', '14']]
175	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[cH:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({16, 1, 2, 6, 7, 14, 15})	[cH:1]([cH2:2])[n:6][CH3:7]	frozenset({1, 2, 6, 7})	[NH:14]([CH3:15])[CH3:16]	frozenset({16, 14, 15})	1	1	"[[""2"", ""14""]]"
176	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[cH:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({16, 1, 2, 6, 7, 14, 15})	[cH3:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 2, 14, 15})	[cH2:1][n:6][CH3:7]	frozenset({1, 6, 7})	1	1	[['1', '2']]
177	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[cH:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({16, 1, 2, 6, 7, 14, 15})	[cH3:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 2, 14, 15})	[cH2:1][n:6][CH3:7]	frozenset({1, 6, 7})	1	1	"[[""1"", ""2""]]"
178	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[nH:6]	frozenset({0, 1, 2, 16, 6, 14, 15})	[CH3:0][c:1]([cH2:2])[nH:6]	frozenset({0, 1, 2, 6})	[NH:14]([CH3:15])[CH3:16]	frozenset({16, 14, 15})	1	1	[['2', '14']]
179	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[nH:6]	frozenset({0, 1, 2, 16, 6, 14, 15})	[CH3:0][c:1]([cH2:2])[nH:6]	frozenset({0, 1, 2, 6})	[NH:14]([CH3:15])[CH3:16]	frozenset({16, 14, 15})	1	1	"[[""2"", ""14""]]"
180	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[nH:6]	frozenset({0, 1, 2, 16, 6, 14, 15})	[cH3:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 2, 14, 15})	[CH3:0][cH:1][nH:6]	frozenset({0, 1, 6})	1	1	[['1', '2']]
181	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[nH:6]	frozenset({0, 1, 2, 16, 6, 14, 15})	[cH3:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 2, 14, 15})	[CH3:0][cH:1][nH:6]	frozenset({0, 1, 6})	1	1	"[[""1"", ""2""]]"
182	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][NH:14][CH3:15])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15})	[CH3:0][c:1]([cH2:2])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7})	[NH2:14][CH3:15]	frozenset({14, 15})	1	1	[['2', '14']]
183	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][NH:14][CH3:15])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15})	[CH3:0][c:1]([cH2:2])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7})	[NH2:14][CH3:15]	frozenset({14, 15})	1	1	"[[""2"", ""14""]]"
184	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][NH:14][CH3:15])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15})	[CH3:0][cH:1][cH:2][NH:14][CH3:15]	frozenset({0, 1, 2, 14, 15})	[nH2:6][CH3:7]	frozenset({6, 7})	1	1	[['6', '1']]
185	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][NH:14][CH3:15])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15})	[CH3:0][cH:1][cH:2][NH:14][CH3:15]	frozenset({0, 1, 2, 14, 15})	[nH2:6][CH3:7]	frozenset({6, 7})	1	1	"[[""6"", ""1""]]"
186	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][NH:14][CH3:15])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	[cH3:2][NH:14][CH3:15]	frozenset({2, 14, 15})	1	1	[['1', '2']]
187	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][NH:14][CH3:15])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	[cH3:2][NH:14][CH3:15]	frozenset({2, 14, 15})	1	1	"[[""1"", ""2""]]"
